id,timetaken,batch,debriefinginsertifany,time_c_wide,track_c_wide,time_c_narrow1,track_c_narrow1,time_c_narrow2,track_c_narrow2,time_a_wide,track_a_wide,time_a_narrow,track_a_narrow,time_f_wide,track_f_wide,time_f_narrow,track_f_narrow,desert_grade,desert_grade_str,just_grade,just_grade_str,good_student,goodlife,econ_nation,econ_local,econ_self,goodlife_future,econ_nation_future,econ_local_future,econ_self_future,betteroff,children_sol,agency_slider,agency,agency_str,agency_self,agency_self_str,attitude_real,wealth_real,ambition_real,parenteduc_real,race_real,stablefam_real,gender_real,health_real,hardwork_real,econstate_real,education_real,school_real,connections_real,iq_real,creativity_real,attitude_ideal,wealth_ideal,ambition_ideal,parenteduc_ideal,race_ideal,stablefam_ideal,gender_ideal,health_ideal,hardwork_ideal,econstate_ideal,education_ideal,school_ideal,connections_ideal,iq_ideal,creativity_ideal,attitude_agency,wealth_agency,ambition_agency,parenteduc_agency,race_agency,stablefam_agency,gender_agency,health_agency,hardwork_agency,econstate_agency,education_agency,school_agency,connections_agency,iq_agency,creativity_agency,stability,stability_str,rich_income,rich_savings,poor_income,diff_incentives,gov_stayout,help_self,profits_benefit,society_real,society_ideal,society_achieve_10,society_achieve_50,society_achieve_ever,diff_large,gap_fix,diff_acceptable,accumulate_wealth,profits_fair,justice,justice_str,desert_salary,desert_rich,desert_rich_con,desert_rich_howmuch,desert_rich_howlittle,desert_poor,desert_poor_con,desert_poor_howmuch,desert_poor_howlittle,desert_americans,desert_americans_con,desert_americans_howmuch,desert_americans_howlittle,desert_realistic,progtaxes,gov_reducegap,gov_reducegap_str,gov_help,gov_help_str,gov_efficient,charity,time_1_0,track_1_0,time_1_1,track_1_1,time_1_2,track_1_2,time_2_0,track_2_0,time_2_1,track_2_1,time_2_2,track_2_2,exp_success,exp_desert,exp_desert_con,exp_desert_howmuch,exp_desert_howlittle,exp_progtaxes,exp_agency,exp_agency_str,exp_race,age,birth,urban,state,employment,unemployed,education,education_parents,school_hs,school_undergrad,school_grad,income,income_parents,class_now,class_childhood,race,gender,orientation,married,divorce,children,single_parent,religion,religiosity,theology,party,ideo,ideo_soc,ideo_econ,corr_ideal_real,corr_ideal_agency,time_check,race_other,religion_other,orientation_other,grade_exp_time,grade_exp_treat,exp_time,exp_treat,econ_current,econ_future,agency_within,agency_beyond,neoliberal,society_gap,egalitarian,society_achieve_10_str,society_achieve_50_str,society_achieve_ever_str,desert_salary_str,desert_rich_tot,desert_rich_mag,desert_poor_tot,desert_poor_mag,desert_americans_tot,desert_americans_mag,desert_realistic_str,progtaxes_str,gov_efficient_str,charity_str,exp_success_str,exp_desert_tot,exp_desert_mag,exp_progtaxes_str,exp_race_correct,exp_race_nonwhite,fulltime,school_private,school_ivy,income_household,class_change,nonwhite,female,gay,gay_strict,dem,party_str,liberal,ideo_str,liberal_soc,ideo_soc_str,liberal_econ,ideo_econ_str
541,14 minutes,7th batch,,,.,,.,,.,,.,,.,35.0,F_wide,,.,1,0,1,1,2,1,0,-1,1,1,0,0,1,1,0,"50, 50",1,1,1,2,2,2,2,2,1,2,0,1,2,2,2,2,2,2,1,3,-2,3,0,-3,0,-3,0,3,1,2,0,-1,1,0,3,0,3,0,0,0,0,2,3,1,2,2,0,2,0,1,2,80000,10000,20000,0,1,-1,2,1,4,-1,-1,-1,1,1,-1,-1,1,1,1,0,-1,-2,,1.0,-1,-1,,1.0,1,1,1.0,,0,1,1,1,1,1,-1,-1,,.,,.,,.,18.0,2_0,,.,,.,-1.0,1,0,0.0,,-1,-1,-1,0,23,1990,1,7,3,0,5,6,1.0,2.0,,8,,1,2,0,0,1.0,0,0,0,0,2,1,1.0,2,2,2,1,0.60370266,0.83241683,14,.,.,.,35.0,F_wide,18.0,2_0,0.33333334,,50,50,0.5,3.0,-1.0,-3.0,-2.0,-2.0,0.0,-3.0,-1.0,-2.0,-1.0,2.0,1.0,0.0,2.0,-1.0,-1.0,-2.0,0.0,0.0,-1.0,1.0,,2.0,1.0,0.0,8.0,-1.0,0.0,1.0,-1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0
542,29 minutes,7th batch,,,.,,.,,.,,.,,.,,.,56.0,F_narrow,1,1,1,1,1,0,0,1,1,1,1,0,3,1,0,"55, 45",-1,-1,1,1,2,2,3,1,0,0,1,2,2,1,2,1,-1,2,-1,3,-3,3,0,-3,-1,-3,1,2,0,3,0,-3,3,3,3,0,4,0,0,0,1,2,4,1,3,2,1,3,3,1,3,150000,750000,27000,3,2,2,3,0,3,-1,-1,-1,3,3,2,3,3,-1,-3,-1,-1,-2,,2.0,-1,-2,,3.0,-1,-1,,1.0,-1,1,1,3,-1,-2,0,-1,,.,,.,,.,,.,58.0,2_1,,.,-1.0,-1,-3,,3.0,-1,-1,-3,0,23,1990,4,33,-2,1,6,5,1.0,3.0,0.0,13,,1,2,0,0,0.0,0,0,0,0,7,1,1.0,1,3,3,3,0.44676778,0.8442524,29,.,.,.,56.0,F_narrow,58.0,2_1,1.3333334,,55,45,2.5,3.0,2.5,-3.0,-2.0,-1.0,-2.0,-4.0,-2.0,-5.0,-3.0,-2.0,-1.0,-1.0,3.0,0.0,-1.0,-3.0,-6.0,-3.0,-3.0,1.0,,,1.0,0.0,13.0,-1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0
545,14 minutes,7th batch,,35.0,C_wide,,.,,.,,.,,.,,.,,.,-1,0,1,1,-1,0,-1,-3,0,1,0,0,1,1,-1,"30, 70",-1,-1,-1,-1,1,2,2,-2,0,1,0,1,3,1,3,-2,2,-1,1,2,1,2,-3,-3,-2,-3,-1,3,-3,2,-3,-1,1,1,2,0,1,0,0,0,0,1,2,0,2,1,0,0,0,1,2,150000,75000,20000,2,3,-1,1,0,3,-1,-1,-1,3,3,-1,-2,2,-1,-1,0,1,1,2.0,,-1,-2,,1.0,1,2,1.0,,1,1,1,1,1,0,-1,-1,,.,,.,,.,,.,,.,28.0,2_2,-1.0,1,2,2.0,,-1,1,3,0,21,1993,4,39,-2,1,3,5,1.0,2.0,,14,,2,1,0,0,1.0,0,0,0,0,0,0,,2,2,2,1,0.65626293,0.61733216,14,.,.,.,35.0,C_wide,28.0,2_2,0.33333334,,30,70,1.25,3.0,-1.5,-3.0,-2.0,-1.0,0.0,3.0,2.0,-3.0,-1.0,3.0,1.0,1.0,3.0,-3.0,-1.0,-2.0,4.0,2.0,-2.0,1.0,,,1.0,0.0,14.0,1.0,0.0,1.0,-1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0
546,16 minutes,7th batch,,,.,,.,,.,31.0,A_wide,,.,,.,,.,1,2,1,2,0,0,-1,-1,0,1,1,1,2,-1,1,"35, 65",-1,-1,-1,-1,3,2,3,1,0,1,0,1,3,1,2,0,2,2,2,3,-2,3,-1,-3,-1,-3,-1,3,-1,1,-2,-1,2,3,4,0,4,0,0,0,0,1,4,0,2,2,0,1,2,1,2,200000,150000,20000,0,1,-1,1,0,3,-1,0,0,3,3,3,2,3,-1,-2,-1,-1,-2,,2.0,-1,-2,,2.0,-1,-2,,2.0,-1,1,1,2,-1,-2,1,-1,,.,,.,30.0,1_2,,.,,.,,.,1.0,-1,-3,,3.0,1,1,2,0,39,1974,1,39,3,1,3,5,1.0,3.0,,12,,1,1,0,0,1.0,5,0,0,0,0,0,1.0,1,2,3,0,0.8616311,0.8128779,16,.,.,.,31.0,A_wide,30.0,1_2,1.3333334,,35,65,0.25,3.0,2.5,-2.0,0.0,0.0,-1.0,-4.0,-2.0,-4.0,-2.0,-4.0,-2.0,-1.0,3.0,1.0,-1.0,3.0,-6.0,-3.0,3.0,1.0,,2.0,0.0,0.0,12.0,0.0,0.0,1.0,-1.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0
548,16 minutes,7th batch,,,.,,.,,.,36.0,A_wide,,.,,.,,.,1,0,1,1,-2,0,0,0,-2,1,1,1,2,2,-1,"50, 50",1,1,-1,0,3,3,3,2,0,3,1,2,1,2,2,3,2,1,2,3,-3,3,-3,-3,0,-3,2,3,-3,0,-3,-3,2,2,4,0,3,0,0,0,0,2,3,0,2,2,0,2,2,1,3,250000,250000,30000,3,1,-1,1,2,3,0,0,0,1,1,-2,-1,2,-1,-1,-1,1,2,1.0,,-1,-1,,1.0,1,1,1.0,,-1,1,-1,-3,-1,-2,1,-1,,.,,.,,.,16.0,2_0,,.,,.,-1.0,-1,-2,,1.0,-1,1,0,0,23,1990,4,10,0,1,2,6,1.0,0.0,,8,,1,0,6,1,0.0,0,0,0,0,5,0,,0,0,3,-2,0.11570169,0.84328955,16,.,.,.,36.0,A_wide,16.0,2_0,1.3333334,,50,50,1.0,1.0,-1.5,0.0,0.0,0.0,-1.0,3.0,1.0,-2.0,-1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,-2.0,-3.0,-1.0,-3.0,1.0,,0.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,-1.0,-2.0
549,15 minutes,7th batch,,,.,,.,28.0,C_narrow2,,.,,.,,.,,.,-1,-2,-1,-2,2,1,1,1,1,1,2,2,2,2,1,"80, 20",1,3,1,3,3,-2,3,1,0,1,-1,1,3,1,2,0,0,1,-1,3,-3,3,-1,-3,-1,-3,0,3,1,1,-1,-1,3,-1,4,0,4,0,0,0,0,4,4,0,3,2,0,2,1,1,2,150000,50000,20000,-1,-1,-2,-1,2,3,1,1,1,1,0,-1,-3,0,-1,-1,1,1,2,2.0,,1,1,1.0,,1,2,2.0,,-1,1,-1,-3,-1,-3,-1,0,,.,,.,31.0,1_2,,.,,.,,.,1.0,-1,-2,,1.0,0,1,2,1,23,1991,2,24,3,0,5,6,1.0,3.0,,15,,2,2,0,0,1.0,4,0,0,0,0,1,0.0,-1,-1,1,-2,0.86091906,0.76025105,15,.,.,.,28.0,C_narrow2,31.0,1_2,2.0,,80,20,-1.25,1.0,-2.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,4.0,2.0,-1.0,1.0,-2.0,0.0,3.0,-3.0,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-2.0
550,12 minutes,7th batch,,,.,,.,,.,,.,25.0,A_narrow,,.,,.,1,1,1,1,2,1,-2,0,2,1,0,1,2,3,1,"65, 35",1,2,1,3,3,-2,3,0,1,0,1,1,3,3,1,0,0,1,2,3,-3,3,-3,-3,-3,-3,-3,3,-2,1,-3,-3,1,2,4,0,4,0,0,0,0,0,4,0,3,0,0,1,3,1,3,250000,250000,40000,3,1,1,2,0,3,-1,-1,-1,3,2,-2,1,3,-1,-2,-1,-1,-3,,3.0,-1,-3,,1.0,-1,-1,,1.0,0,1,1,1,-1,-3,-1,-1,18.0,1_0,,.,,.,,.,,.,,.,1.0,1,2,3.0,,1,1,2,0,33,1980,4,44,3,1,5,3,1.0,3.0,,15,,1,1,0,1,1.0,5,0,0,0,0,0,0.0,0,1,3,-2,0.71852475,0.9643389,12,.,.,.,25.0,A_narrow,18.0,1_0,1.0,,65,35,1.75,3.0,-0.5,-3.0,-3.0,-3.0,-1.0,-6.0,-3.0,-4.0,-1.0,-2.0,-1.0,0.0,3.0,-3.0,-2.0,3.0,5.0,3.0,1.0,1.0,,2.0,0.0,0.0,15.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,-1.0,-2.0
551,15 minutes,7th batch,,,.,,.,37.0,C_narrow2,,.,,.,,.,,.,1,2,1,2,0,1,1,0,1,1,2,2,2,-1,1,"60, 40",1,2,1,2,3,2,3,0,1,1,1,3,3,2,2,0,1,3,3,3,-2,3,0,-3,0,-3,1,3,2,1,-3,-2,3,3,4,0,3,0,0,0,0,0,3,0,4,1,0,2,3,1,2,"75,000",5000,"40,000",0,1,2,1,1,3,0,1,1,1,1,-1,-2,1,-1,-2,-1,1,1,1.0,,-1,-2,,1.0,-1,-2,,1.0,-1,1,-1,-2,-1,-1,-1,-1,,.,,.,,.,28.0,2_0,,.,,.,-1.0,-1,0,,0.0,-1,1,2,0,29,1984,1,43,3,1,2,2,1.0,,,12,,2,2,0,0,0.0,4,1,1,1,7,2,1.0,1,3,3,3,0.79993075,0.6801929,15,., Satanist,.,37.0,C_narrow2,28.0,2_0,2.0,,60,40,1.0,2.0,-1.5,0.0,1.0,2.0,-1.0,2.0,1.0,-3.0,-1.0,-3.0,-1.0,-2.0,2.0,-2.0,-2.0,-3.0,0.0,0.0,-2.0,1.0,,2.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0
552,28 minutes,7th batch,,,.,,.,,.,,.,96.0,A_narrow,,.,,.,1,3,1,3,-1,0,0,-1,-1,1,1,1,2,2,2,"55, 45",-1,-1,1,3,2,3,3,2,-1,1,0,1,3,2,3,2,3,1,1,3,1,3,1,0,2,0,1,2,1,2,0,0,2,1,4,0,3,0,0,0,1,2,4,0,2,2,1,2,2,1,3,50000,75000,25000,0,-1,1,-1,0,3,-1,-1,-1,2,0,-3,-2,1,1,1,0,1,2,2.0,,-1,-2,,1.0,1,2,1.0,,-1,1,-1,-1,-1,-1,-1,0,,.,82.0,1_1,,.,,.,,.,,.,1.0,1,3,2.0,,1,1,2,0,28,1985,1,15,3,1,3,3,1.0,3.0,,7,,1,1,0,0,1.0,0,0,0,0,0,0,,2,2,2,1,0.39968425,0.5831084,28,.,.,.,96.0,A_narrow,82.0,1_1,1.3333334,,55,45,-0.25,3.0,-2.5,-1.0,-1.0,-1.0,0.0,4.0,2.0,-3.0,-1.0,3.0,1.0,-1.0,1.0,-2.0,0.0,3.0,5.0,2.0,1.0,1.0,,2.0,0.0,0.0,7.0,0.0,0.0,1.0,-1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0
553,19 minutes,7th batch,,,.,,.,,.,,.,,.,,.,22.0,F_narrow,1,3,1,3,1,0,0,1,0,1,2,2,2,-1,1,"55, 45",1,1,1,2,2,0,1,0,0,1,0,0,2,1,0,0,1,1,0,2,-1,2,-1,-1,0,-1,-1,2,0,0,-1,0,1,1,4,0,3,0,0,0,0,1,3,0,2,1,1,2,2,1,3,150000,0,20000,1,1,-1,0,1,3,-1,-1,-1,1,1,-1,0,0,-1,0,-1,1,1,1.0,,-1,-1,,1.0,-1,-1,,1.0,-1,1,-1,0,1,0,-1,0,19.0,1_0,,.,,.,,.,,.,,.,1.0,1,1,1.0,,1,1,1,0,28,1985,4,48,3,0,5,6,1.0,3.0,,15,,2,2,0,0,1.0,5,0,0,0,0,0,0.0,1,0,2,-1,0.8002378,0.87760925,19,.,.,.,22.0,F_narrow,19.0,1_0,2.0,,55,45,0.25,2.0,-0.5,-1.0,-1.0,-1.0,-2.0,2.0,1.0,-2.0,-1.0,-2.0,-1.0,-1.0,1.0,-1.0,0.0,2.0,2.0,1.0,1.0,1.0,,2.0,0.0,0.0,15.0,0.0,0.0,1.0,-1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,-1.0,-1.0
554,17 minutes,7th batch,,,.,,.,,.,,.,15.0,A_narrow,,.,,.,-1,-2,1,2,1,1,2,2,1,0,1,1,1,3,3,"60, 40",-1,-1,-1,-2,1,3,3,3,3,1,1,1,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,-1,-1,1,11,1,-2,-3,-3,-3,0,0,1,1,1,3,3,-3,-3,-3,1,3,1,1,3,3.0,,1,3,3.0,,1,3,3.0,,1,1,1,3,1,3,1,1,,.,,.,30.0,1_2,,.,,.,,.,1.0,-1,-1,,3.0,1,1,3,1,21,1991,4,19,-2,0,1,1,1.0,0.0,,0,,1,1,0,1,1.0,0,0,1,0,2,4,1.0,3,3,3,3,,,17,.,.,.,15.0,A_narrow,30.0,1_2,1.0,,60,40,-2.75,0.0,-3.0,3.0,3.0,3.0,3.0,6.0,3.0,6.0,3.0,6.0,3.0,3.0,3.0,3.0,3.0,2.0,-4.0,-3.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0
555,19 minutes,7th batch,,,.,22.0,C_narrow1,,.,,.,,.,,.,,.,-1,-2,1,1,2,1,0,2,1,1,-1,0,2,2,1,"60, 40",1,1,1,1,3,2,2,2,0,1,-2,1,3,1,2,1,1,1,0,3,-3,2,0,-3,2,-3,-1,3,-3,1,1,-3,2,1,2,0,4,0,0,0,0,2,4,0,3,2,1,2,2,-1,0,500000,5000000,35000,0,1,2,2,1,4,-1,-1,-1,2,1,-1,-2,1,1,1,0,1,2,2.0,,-1,-1,,1.0,1,2,2.0,,0,1,-1,-1,-1,-1,-1,-1,,.,,.,,.,,.,23.0,2_1,,.,-1.0,-1,-1,,2.0,-1,-1,-2,0,24,1989,2,5,3,0,5,6,1.0,2.0,,17,,2,2,4,1,1.0,5,0,0,0,1,3,0.0,-1,-2,-1,-2,0.5517391,0.6908129,19,.,.,.,22.0,C_narrow1,23.0,2_1,0.33333334,,60,40,1.25,3.0,-1.5,-2.0,-2.0,-1.0,0.0,4.0,2.0,-2.0,-1.0,4.0,2.0,0.0,2.0,-3.0,-1.0,-2.0,-3.0,-2.0,-2.0,1.0,,2.0,1.0,0.0,17.0,0.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-2.0,-1.0,-1.0,-1.0,-2.0
556,15 minutes,7th batch,,,.,,.,,.,26.0,A_wide,,.,,.,,.,1,3,1,3,1,0,1,1,2,1,2,2,3,0,1,"65, 35",1,1,1,2,3,2,3,3,1,2,-1,2,3,1,3,2,2,3,2,3,-3,3,1,-3,1,-3,-1,3,0,3,-1,-2,3,3,4,0,4,0,0,1,0,1,4,0,3,1,1,3,3,1,3,100000,100000,14000,-2,3,1,2,1,3,-1,-1,-1,3,3,3,3,3,-1,-1,0,1,1,2.0,,-1,-3,,1.0,1,3,2.0,,1,1,1,3,1,2,1,0,,.,28.0,1_1,,.,,.,,.,,.,1.0,1,3,3.0,,1,1,2,0,22,1991,3,41,2,1,3,5,1.0,1.0,,10,,1,2,0,1,1.0,0,0,0,0,2,1,1.0,2,2,3,2,0.72262454,0.8543258,15,.,.,.,26.0,A_wide,28.0,1_1,2.3333333,,65,35,1.0,2.0,3.0,-1.0,-1.0,-1.0,0.0,3.0,2.0,-4.0,-1.0,5.0,2.0,1.0,3.0,1.0,0.0,3.0,6.0,3.0,2.0,1.0,,2.0,1.0,0.0,10.0,-1.0,0.0,0.0,-1.0,0.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0
557,12 minutes,7th batch,,,.,,.,,.,,.,,.,,.,29.0,F_narrow,1,1,1,2,1,1,-1,0,2,1,1,0,0,3,1,"70, 30",1,0,1,2,1,2,1,3,2,3,1,3,1,2,3,1,2,1,1,2,-2,2,-1,-3,-1,-3,1,2,1,3,-2,-2,2,2,3,0,2,0,0,0,0,1,3,0,1,2,0,0,1,1,3,"250,000","500,000","30,000",2,3,1,0,1,3,-1,-1,-1,1,-1,1,-1,3,-1,0,1,-1,0,,0.0,-1,-2,,3.0,1,0,0.0,,-1,1,-1,0,1,0,-1,-1,,.,,.,,.,,.,,.,85.0,2_2,-1.0,-1,0,,1.0,-1,-1,0,0,32,1981,0,50,3,0,6,5,1.0,3.0,1.0,15,,2,2,0,0,1.0,4,0,0,0,0,0,1.0,2,2,3,2,-0.10944628,0.5128688,12,.,.,.,29.0,F_narrow,85.0,2_2,0.33333334,,70,30,1.5,2.0,0.0,-3.0,-3.0,-2.0,1.0,0.0,0.0,-5.0,-3.0,0.0,0.0,-2.0,2.0,-1.0,-3.0,-1.0,-1.0,-1.0,-2.0,1.0,,2.0,0.0,0.0,15.0,0.0,0.0,1.0,-1.0,0.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0
558,12 minutes,7th batch,,,.,,.,,.,13.0,A_wide,,.,,.,,.,1,3,1,3,2,1,0,1,1,1,1,2,3,-1,1,"60, 40",1,2,1,3,1,3,2,3,-2,3,-2,2,3,1,3,1,2,3,1,2,-1,3,0,-3,2,-3,0,2,-1,1,-1,-3,3,2,4,0,4,0,0,0,0,0,4,1,3,2,0,3,4,-1,-1,100000,500000,50000,1,0,-1,-1,1,2,1,1,1,1,1,-2,-3,0,1,1,1,1,2,2.0,,-1,-1,,1.0,1,2,1.0,,1,1,1,1,1,1,-1,-1,,.,,.,41.0,1_2,,.,,.,,.,1.0,1,3,2.0,,1,-1,-1,0,23,1990,3,23,-2,0,5,5,1.0,3.0,,18,,1,2,0,0,1.0,0,0,0,0,0,0,,-1,-1,2,-1,0.598021,0.74030083,12,.,.,.,13.0,A_wide,41.0,1_2,2.0,,60,40,-0.25,1.0,-2.5,1.0,1.0,2.0,1.0,4.0,2.0,-2.0,-1.0,3.0,1.0,1.0,2.0,-1.0,-1.0,2.0,5.0,2.0,1.0,1.0,,,0.0,0.0,18.0,-1.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,-1.0,-1.0
559,19 minutes,7th batch,,,.,,.,,.,,.,,.,,.,167.0,F_narrow,1,3,1,3,2,0,0,1,-1,1,2,2,3,0,1,"85, 15",1,2,-1,-2,2,2,1,3,0,2,0,2,2,3,1,2,2,2,1,3,-3,3,3,-2,2,-3,2,2,2,3,1,-3,3,-1,4,0,4,0,0,0,0,0,3,0,4,0,0,3,2,1,3,200000,100000,45000,-2,0,-1,0,1,4,-1,-1,1,3,3,2,3,3,-1,-3,-1,-1,-3,,3.0,-1,-2,,1.0,-1,-2,,2.0,-1,1,1,1,-1,-2,0,0,,.,,.,,.,,.,,.,21.0,2_2,-1.0,1,1,2.0,,-1,1,2,1,24,1989,4,5,3,0,6,6,1.0,3.0,1.0,17,,2,1,4,0,1.0,4,0,0,0,1,2,1.0,2,2,2,2,0.4526661,0.545672,19,.,.,.,167.0,F_narrow,21.0,2_2,2.3333333,,85,15,-0.75,3.0,2.5,-3.0,-1.0,1.0,-3.0,-6.0,-3.0,-3.0,-1.0,-4.0,-2.0,-2.0,3.0,0.0,0.0,-3.0,3.0,2.0,-3.0,0.0,0.0,2.0,0.0,0.0,17.0,1.0,1.0,1.0,-1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0
560,14 minutes,7th batch,,,.,,.,,.,,.,,.,,.,40.0,F_narrow,1,3,1,3,2,0,0,1,0,1,0,1,1,0,1,"70, 30",1,2,1,2,3,3,3,2,1,1,2,2,3,2,1,1,3,3,3,3,0,3,0,-1,-1,-2,0,3,0,2,1,-2,3,2,4,1,3,1,0,1,0,1,4,0,4,3,1,1,2,1,3,200000,1000000,25000,1,1,-3,1,1,3,-1,-1,-1,2,-1,-1,-1,1,-1,-1,-1,-1,-2,,1.0,1,2,1.0,,1,2,2.0,,-1,1,1,1,-1,-2,-1,0,,.,22.0,1_1,,.,,.,,.,,.,1.0,1,2,2.0,,1,1,3,0,57,1956,0,36,3,1,5,2,1.0,1.0,,8,,1,1,0,0,1.0,4,1,1,0,1,2,0.0,1,1,1,1,0.39831376,0.75935423,14,.,.,.,40.0,F_narrow,22.0,1_1,0.6666667,,70,30,0.0,2.0,-1.0,-3.0,-1.0,-1.0,-1.0,-3.0,-1.0,3.0,1.0,4.0,2.0,-1.0,2.0,-1.0,0.0,2.0,4.0,2.0,1.0,1.0,,2.0,1.0,0.0,8.0,0.0,0.0,1.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
562,13 minutes,7th batch,,,.,20.0,C_narrow1,,.,,.,,.,,.,,.,1,1,1,1,1,1,0,0,1,1,2,2,3,0,0,"70, 30",1,1,1,2,1,-1,2,1,0,0,0,0,2,1,0,0,0,2,1,1,-3,2,-3,-3,-3,-3,-3,2,-3,1,-3,-3,2,1,3,0,3,0,0,0,0,2,3,0,3,1,1,3,1,1,2,"100,000","50,000","25,000",1,1,0,0,1,3,1,1,1,1,1,-1,0,1,-1,-1,0,-1,-1,,1.0,-1,-1,,1.0,-1,-1,,1.0,-1,1,1,1,1,0,0,0,,.,,.,,.,,.,,.,53.0,2_2,-1.0,1,2,2.0,,0,1,2,0,34,1979,4,21,3,1,5,6,1.0,1.0,,11,,2,3,0,0,0.0,5,1,1,0,0,0,,1,2,2,0,0.74206346,0.8522541,13,.,.,.,20.0,C_narrow1,53.0,2_2,2.3333333,,70,30,0.5,2.0,-0.5,1.0,2.0,3.0,0.0,-2.0,-1.0,-2.0,-1.0,-2.0,-1.0,-1.0,2.0,0.0,0.0,-2.0,4.0,2.0,0.0,1.0,,2.0,1.0,0.0,11.0,-1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0
563,17 minutes,7th batch,,,.,,.,,.,,.,,.,,.,39.0,F_narrow,1,2,1,2,0,0,0,0,1,1,1,1,1,3,1,"65, 35",1,2,1,3,2,0,3,2,0,2,0,0,3,1,2,0,0,2,1,2,0,3,0,-2,0,-2,0,3,1,3,0,-2,3,1,4,0,4,0,0,0,0,0,4,0,0,1,0,0,1,1,2,125000,50000,15000,-3,3,-2,0,1,4,1,1,1,3,2,-1,0,1,1,1,-1,1,3,2.0,,-1,-2,,1.0,1,1,2.0,,1,1,1,3,1,1,1,0,,.,,.,,.,,.,,.,36.0,2_2,-1.0,1,3,3.0,,-1,1,3,0,31,1982,1,44,3,0,5,5,4.0,2.0,,15,,2,2,4,1,1.0,5,0,0,0,6,0,,0,-2,-2,-2,0.8132401,0.56603634,17,.,.,.,39.0,F_narrow,36.0,2_2,1.0,,65,35,-0.5,3.0,-0.5,1.0,2.0,2.0,-1.0,5.0,2.0,-3.0,-1.0,3.0,2.0,2.0,3.0,1.0,0.0,-3.0,6.0,3.0,-3.0,1.0,,2.0,1.0,0.0,15.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0
564,49 minutes,7th batch,,,.,,.,,.,,.,,.,32.0,F_wide,,.,1,3,1,3,1,1,-2,0,1,1,1,1,0,-1,0,"50, 50",1,2,1,2,3,3,3,2,2,2,2,2,3,2,2,2,3,3,3,3,1,3,2,0,1,0,1,3,2,2,1,1,3,3,3,0,4,0,0,0,0,2,4,1,3,1,0,1,3,1,3,150000,500000,40000,1,2,1,-1,0,2,-1,-1,-1,2,2,0,-1,1,-1,-2,0,1,1,1.0,,-1,-2,,2.0,-1,-2,,2.0,-1,0,1,2,-1,-2,-1,-1,,.,,.,52.0,1_2,,.,,.,,.,1.0,-1,-3,,2.0,0,-1,-3,0,38,1975,4,50,-3,1,5,5,1.0,2.0,,11,,1,1,0,0,1.0,5,0,1,1,2,4,0.0,-2,-2,-2,-2,0.61208534,0.7475542,49,.,.,.,32.0,F_wide,52.0,1_2,0.6666667,,50,50,0.75,2.0,-0.5,-3.0,-2.0,-1.0,0.0,2.0,1.0,-4.0,-2.0,-4.0,-2.0,-2.0,0.0,-2.0,-2.0,3.0,-5.0,-2.0,0.0,1.0,,,1.0,0.0,11.0,0.0,0.0,1.0,-1.0,0.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0
